requirement_id,text,categories,article,source_document,status,evidence,best_policy_match,similarity_score
REQ-0085,"Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",breach_notification,Article 55,GDPR_EN_TXT (7).txt,partially_compliant,We will respond to your request within​ ​30 days or sooner where required by law.,We will respond to your request within​ ​30 days or sooner where required by law.,0.46717649698257446
REQ-0086,The processor shall notify the controller without undue delay after becoming aware of a personal data breach.,data_protection;breach_notification;third_parties,Article 55,GDPR_EN_TXT (7).txt,partially_compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.409282922744751
REQ-0087,"The notification referred to in paragraph 1 shall at least: (a) describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned; (b) communicate the name and contact details of the data protection officer or other contact point where more information can be obtained; (c) describe the likely consequences of the personal data breach; (d) describe the measures taken or proposed to be taken by the controller to address the personal data breach, including, where appropriate, measures to mitigate its possible adverse effects.",data_protection;breach_notification,Article 55,GDPR_EN_TXT (7).txt,partially_compliant,"In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.","In addition to your rights​​outlined above, if you are not satisfied with our​ ​response to a request you make, or how we process your personal data, you can make a complaint to the​ ​data protection regulator in your habitual place of residence.",0.5250261425971985
REQ-0088,"The controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken.",data_protection;breach_notification,Article 55,GDPR_EN_TXT (7).txt,partially_compliant,"For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.","For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.",0.50475013256073
REQ-0089,"When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.",data_protection;breach_notification,Article 34,GDPR_EN_TXT (7).txt,partially_compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.5853638052940369
REQ-0090,"The communication to the data subject referred to in paragraph 1 of this Article shall describe in clear and plain language the nature of the personal data breach and contain at least the information and measures referred to in points (b), (c) and (d) of Article 33(3).",data_protection;breach_notification,Article 33(3),GDPR_EN_TXT (7).txt,compliant,We make personal​ ​information into de-identified and/or anonymized data by removing information that makes the​ ​data identifiable to you.,We make personal​ ​information into de-identified and/or anonymized data by removing information that makes the​ ​data identifiable to you.,0.6231141686439514
REQ-0091,"The communication to the data subject referred to in paragraph 1 shall not be required if any of the following conditions are met: (a) the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption; (b) the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise; (c) it would involve disproportionate effort.",data_protection;security_measures;breach_notification,Article 33(3),GDPR_EN_TXT (7).txt,compliant,"For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.","For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.",0.6058658361434937
REQ-0092,"Where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data.",data_protection,Article 35,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.7693352699279785
REQ-0093,"The controller shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.",data_protection,Article 35,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.5186657905578613
REQ-0094,"A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of: (a) a systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person; (b) processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or (c) a systematic monitoring of a publicly accessible area on a large scale.",data_protection,Article 9(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6371484994888306
REQ-0095,The supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant to paragraph 1.,data_protection,Article 9(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5245197415351868
REQ-0096,"Prior to the adoption of the lists referred to in paragraphs 4 and 5, the competent supervisory authority shall apply the consistency mechanism referred to in Article 63 where such lists involve processing activities which are related to the offering of goods or services to data subjects or to the monitoring of their behaviour in several Member States, or may substantially affect the free movement of personal data within the Union.",data_protection,Article 63,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4126856029033661
REQ-0097,"The assessment shall contain at least: (a) a systematic description of the envisaged processing operations and the purposes of the processing, including, where applicable, the legitimate interest pursued by the controller; (b) an assessment of the necessity and proportionality of the processing operations in relation to the purposes; (c) an assessment of the risks to the rights and freedoms of data subjects referred to in paragraph 1; and (d) the measures envisaged to address the risks, including safeguards, security measures and mechanisms to ensure the protection of personal data and to demonstrate compliance with this Regulation taking into account the rights and legitimate interests of data subjects and other persons concerned.",data_protection;security_measures,Article 63,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.7609556913375854
REQ-0098,"Compliance with approved codes of conduct referred to in Article 40 by the relevant controllers or processors shall be taken into due account in assessing the impact of the processing operations performed by such controllers or processors, in particular for the purposes of a data protection impact assessment.",data_protection;third_parties,Article 40,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4844510555267334
REQ-0099,"Where processing pursuant to point (c) or (e) of Article 6(1) has a legal basis in Union law or in the law of the Member State to which the controller is subject, that law regulates the specific processing operation or set of operations in question, and a data protection impact assessment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless Member States deem it to be necessary to carry out such an assessment prior to processing activities.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4865291714668274
REQ-0100,"Where necessary, the controller shall carry out a review to assess if processing is performed in accordance with the data protection impact assessment at least when there is a change of the risk represented by processing operations.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5376849174499512
REQ-0101,The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.,data_protection,Article 35,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4352872967720032
REQ-0102,"2. Where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe this Regulation, in particular where the controller has insufficiently identified or mitigated the risk, the supervisory authority shall, within period of up to eight weeks of receipt of the request for consultation, provide written advice to the controller and, where applicable to the processor, and may use any of its powers referred to in Article 58.",third_parties,Article 58,GDPR_EN_TXT (7).txt,partially_compliant,We will respond to your request within​ ​30 days or sooner where required by law.,We will respond to your request within​ ​30 days or sooner where required by law.,0.42820948362350464
REQ-0103,"The supervisory authority shall inform the controller and, where applicable, the processor, of any such extension within one month of receipt of the request for consultation together with the reasons for the delay.",third_parties,Article 58,GDPR_EN_TXT (7).txt,partially_compliant,We will respond to your request within​ ​30 days or sooner where required by law.,We will respond to your request within​ ​30 days or sooner where required by law.,0.4830109477043152
REQ-0104,"When consulting the supervisory authority pursuant to paragraph 1, the controller shall provide the supervisory authority with: (a) where applicable, the respective responsibilities of the controller, joint controllers and processors involved in the processing, in particular for processing within a group of undertakings; (b) the purposes and means of the intended processing; (c) the measures and safeguards provided to protect the rights and freedoms of data subjects pursuant to this Regulation; (d) where applicable, the contact details of the data protection officer; 4.5.2016 EN Official Journal of the European Union L 119/55 (e) the data protection impact assessment provided for in Article 35; and (f) any other information requested by the supervisory authority.",data_protection;third_parties,Article 35,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5618143081665039
REQ-0105,"The controller and the processor shall designate a data protection officer in any case where: (a) the processing is carried out by a public authority or body, except for courts acting in their judicial capacity; (b) the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or (c) the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 and personal data relating to criminal convictions and offences referred to in Article 10.",data_protection;third_parties,Article 9,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.565064549446106
REQ-0106,"In cases other than those referred to in paragraph 1, the controller or processor or associations and other bodies representing categories of controllers or processors may or, where required by Union or Member State law shall, designate a data protection officer.",data_protection;third_parties,Article 9,GDPR_EN_TXT (7).txt,partially_compliant,"Both our cybersecurity and machine learning offerings, and​ ​the data processing associated with them, are covered by this Privacy Policy.","Both our cybersecurity and machine learning offerings, and​ ​the data processing associated with them, are covered by this Privacy Policy.",0.4336089491844177
REQ-0107,"The data protection officer shall be designated on the basis of professional qualities and, in particular, expert knowledge of data protection law and practices and the ability to fulfil the tasks referred to in Article 39.",data_protection,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.4954979717731476
REQ-0108,The controller or the processor shall publish the contact details of the data protection officer and communicate them to the supervisory authority.,data_protection;third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.5393123626708984
REQ-0109,"The controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.",data_protection;third_parties,Article 38,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.554665744304657
REQ-0110,"The controller and processor shall support the data protection officer in performing the tasks referred to in Article 39 by providing resources necessary to carry out those tasks and access to personal data and processing operations, and to maintain his or her expert knowledge.",data_protection;third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.48164767026901245
REQ-0111,The controller and processor shall ensure that the data protection officer does not receive any instructions regarding the exercise of those tasks.,data_protection;third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,You can submit requests to opt-out of certain processing​,You can submit requests to opt-out of certain processing​,0.43933233618736267
REQ-0112,He or she shall not be dismissed or penalised by the controller or the processor for performing his tasks.,third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,You can submit requests to opt-out of certain processing​,You can submit requests to opt-out of certain processing​,0.43278709053993225
REQ-0113,The data protection officer shall directly report to the highest management level of the controller or the processor.,data_protection;third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.","​ ​●​ ​For users in the European Economic Area – the contact information for the data protection​ ​regulator in your place of residence can be found​ ​here: ​​https://edpb.europa.eu/about-edpb/board/members_en​ ​●​ ​For users in the UK – the contact information for the UK data protection regulator is below:​ ​The Information Commissioner’s Office​ ​Water Lane, Wycliffe House​ ​Wilmslow - Cheshire SK9 5AF​ ​Tel.",0.45707523822784424
REQ-0114,"The data protection officer shall be bound by secrecy or confidentiality concerning the performance of his or her tasks, in accordance with Union or Member State law.",data_protection,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.5018894672393799
REQ-0115,The controller or processor shall ensure that any such tasks and duties do not result in a conflict of interests.,third_parties,Article 39,GDPR_EN_TXT (7).txt,partially_compliant,You can submit requests to opt-out of certain processing​,You can submit requests to opt-out of certain processing​,0.42127272486686707
REQ-0116,"The data protection officer shall have at least the following tasks: (a) to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation and to other Union or Member State data protection provisions; (b) to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor in relation to the protection of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the related audits; (c) to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35; (d) to cooperate with the supervisory authority; (e) to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36, and to consult, where appropriate, with regard to any other matter.",data_protection;third_parties,Article 35,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5400863289833069
REQ-0117,"The data protection officer shall in the performance of his or her tasks have due regard to the risk associated with processing operations, taking into account the nature, scope, context and purposes of processing.",data_protection,Article 35,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6156220436096191
REQ-0118,"Such controllers or processors shall make binding and enforceable commitments, via contractual or other legally binding instruments, to apply those appropriate safeguards including with regard to the rights of data subjects.",third_parties,Article 3,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5118648409843445
REQ-0119,"A code of conduct referred to in paragraph 2 of this Article shall contain mechanisms which enable the body referred to in Article 41(1) to carry out the mandatory monitoring of compliance with its provisions by the controllers or processors which undertake to apply it, without prejudice to the tasks and powers of supervisory authorities competent pursuant to Article 55 or 56.",third_parties,Article 41(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.45618802309036255
REQ-0120,"Without prejudice to the tasks and powers of the competent supervisory authority and the provisions of Chapter VIII, a body as referred to in paragraph 1 of this Article shall, subject to appropriate safeguards, take appropriate action in cases of infringement of the code by a controller or processor, including suspension or exclusion of the controller or processor concerned from the code.",third_parties,Article 63,GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.3965117335319519
REQ-0121,"The Member States, the supervisory authorities, the Board and the Commission shall encourage, in particular at Union level, the establishment of data protection certification mechanisms and of data protection seals and marks, for the purpose of demonstrating compliance with this Regulation of processing operations by controllers and processors.",data_protection;third_parties,Article 42,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4468051791191101
REQ-0122,"Such controllers or processors shall make binding and enforceable commitments, via contractual or other legally binding instruments, to apply those appropriate safeguards, including with regard to the rights of data subjects.",third_parties,Article 3,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.511669397354126
REQ-0123,"The controller or processor which submits its processing to the certification mechanism shall provide the certifi­ cation body referred to in Article 43, or where applicable, the competent supervisory authority, with all information and access to its processing activities which are necessary to conduct the certification procedure.",third_parties,Article 43,GDPR_EN_TXT (7).txt,non_compliant,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,0.37434834241867065
REQ-0124,"7. Certification shall be issued to a controller or processor for a maximum period of three years and may be renewed, under the same conditions, provided that the relevant requirements continue to be met.",third_parties,Article 43,GDPR_EN_TXT (7).txt,non_compliant,We will respond to your request within​ ​30 days or sooner where required by law.,We will respond to your request within​ ​30 days or sooner where required by law.,0.3159677982330322
REQ-0125,The Board shall collate all certification mechanisms and data protection seals and marks in a register and shall make them publicly available by any appropriate means.,data_protection,Article 43,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.43281376361846924
REQ-0126,"Without prejudice to the tasks and powers of the competent supervisory authority under Articles 57 and 58, certification bodies which have an appropriate level of expertise in relation to data protection shall, after informing the supervisory authority in order to allow it to exercise its powers pursuant to point (h) of Article 58(2) where necessary, issue and renew certification.",data_protection,Article 58(2),GDPR_EN_TXT (7).txt,partially_compliant,"​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.","​​European data protection laws​​give you certain rights regarding your personal data.​ ​If you are located in Europe, you may ask us to take the following actions in relation to your personal​ ​data that we hold:​ ​●​ ​Access​​.",0.4396616220474243
REQ-0127,The certification bodies referred to in paragraph 1 shall be responsible for the proper assessment leading to the certification or the withdrawal of such certification without prejudice to the responsibility of the controller or processor for compliance with this Regulation.,third_parties,Article 55,GDPR_EN_TXT (7).txt,non_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.39859890937805176
REQ-0128,The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available by any appropriate means.,data_protection,Article 42(5),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4484614133834839
REQ-0129,The Commission shall be empowered to adopt delegated acts in accordance with Article 92 for the purpose of specifying the requirements to be taken into account for the data protection certification mechanisms referred to in Article 42(1).,data_protection,Article 92,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4346666634082794
